stringsfile version 1
3793
str_no_string NO_STRING!
str_npc8_payment Then_I_will_fight_your_enemies_for_you._But_first_I_want_a_bounty_of_{reg3}_crowns._If_you_are_a_worthy_captain_who_can_lead_{his/her}_company_to_riches_and_plunder,_you_should_have_no_trouble_paying._I_will_not_follow_a_pauper.
str_npc9_payment My_Da_always_said_never_accept_a_job_if_you_don't_settle_ahead_of_time_on_pay._I_suppose_for_{reg3}_I'd_be_glad_to_stay_on_for_a_while.
str_npc10_payment That's_good_news._But_I'll_ask_for_one_last_thing,_my_friend._I'm_not_really_set_up_for_life_on_the_road._Could_you_spare_me_{reg3}_crowns?
str_npc11_payment I_didn't_want_to_mention_this_before,_but_I_was_actually_robbed_a_few_days_back._I_suppose_a_student_shouldn't_be_walking_the_streets_at_night._Now_I_don't_expect_to_be_paid,_but_if_I_do_end_up_being_a_help,_do_you_think_that_would_be_worth_say,_{reg3}_crowns_to_you?
str_npc12_payment I_don't_want_to_be_a_bother,_but_would_it_be_possible_to_get_a_small_advance_on_my_first_payment?_Say,_{reg3}_crowns_would_suffice.
str_npc13_payment Before_I_sign_up,_there_is_the_small_matter_of_some_expenses_I_have_incurred_while_staying_here_--_{reg3}_crowns._Do_you_think_that_you_could_cover_those_for_me?
str_npc14_payment Ah,_one_last_thing._The_Aiel_have_a_custom_of_taking_the_fifth_after_a_battle._It_seems_this_is_not_common_in_the_wetlands._I_would_be_willing_to_forgo_the_fifth_if_I_am_given_{reg3}_crowns_as_payment.
str_npc15_payment Good._My_{Lord/Lady},_I_don't_want_to_be_a_burden_from_the_start,_but_would_a_signing_bonus_of_{reg3}_crowns_be_too_much_to_ask?
str_npc16_payment Now,_that's_good_news,_friend._So,_how_about_paying_me_a_little_something_to_seal_off_our_agreement?_A_mere_{reg3}_would_be_enough.
str_npc1_payment_response I_see._So..._{reg3}_crowns._There,_have_them._I_trust_you_will_be_worth_the_price.
str_npc2_payment_response Very_well,_you_will_have_your_crowns.
str_npc3_payment_response Yes,_that_will_be_fine.
str_npc4_payment_response I_suppose,_but_don't_make_a_habit_of_it.
str_npc5_payment_response Payment?_Here's_{reg3}_crowns,_then.
str_npc6_payment_response Then_{reg3}_crowns_it_is.
str_npc7_payment_response Here's_{reg3}_crowns.
str_npc8_payment_response Oh,_I_pay_my_troops_thank_you._Here's_{reg3}_crowns_for_you.
str_npc9_payment_response Very_well,_here's_{reg3}_crowns.
str_npc10_payment_response Of_course._Here's,_{reg3}_crowns.
str_npc11_payment_response I_can_lend_you_{reg3}_crowns_now,_and_there_will_be_more_if_you_stick_around.
str_npc12_payment_response Sure,_that_won't_be_a_problem._Here's_your_{reg3}_crowns.
str_npc13_payment_response Of_course,_here's_{reg3}_crowns._Make_ready_to_leave_soon.
str_npc14_payment_response All_right,_here's_{reg3}_crowns._You_are_most_welcome_in_our_company.
str_npc15_payment_response No,_{reg3}_crowns_will_not_be_a_problem.
str_npc16_payment_response All_right,_here's_{reg3}_crowns_for_you._Make_yourself_ready.
str_npc1_morality_speech I_am_disappointed_in_you,_I_don't_think_we_should_ever_{s21}._You_must_ensure_that_you_act_with_dignity_and_honour.
str_npc2_morality_speech I_have_spent_a_lot_of_time_as_a_soldier,_and_rarely_did_I_see_even_mercenaries_{s21}._I_raise_my_voice_in_objection_to_these_actions,_if_I_did_not,_I_would_be_betraying_both_you_and_myself.
str_npc3_morality_speech Now,_now,_Captain:_there_is_no_need_to_{s21}._As_you_well_know,_our_Master_looks_down_on_fools_and_cowards.
str_npc4_morality_speech I_really_must_insist_that_we_don't_{s21}!_If_the_Dragon_were_to_hear_of_such_things_done_in_his_name,_he_may_very_well_seek_us_out_himself!
str_npc5_morality_speech My_{Lord/Lady},_please_don't_{s21}!_Zonnein_is_free_now,_and_will_destroy_your_enemies_thoroughly_if_you_would_but_give_the_word!
str_npc6_morality_speech It_is_interesting_to_see_that_the_Shorebound_{s21}_-_this_is_something_the_Sea_Folk_do_not_do,_for_we_are_not_cowards.
str_npc7_morality_speech Commander_-_do_not_{s21}._When_I_joined_this_band,_we_agreed_to_fight_for_justice,_and_this_is_not_justice_by_any_strech_of_the_imagination.
str_npc8_morality_speech I_was_not_pleased_that_you_decided_to_{s21}._To_fall_in_battle_is_an_honour,_but_to_fight_in_a_warband_led_by_a_coward_is_a_disgrace._Even_if_you_have_to_stab_him_from_behind,_that's_better_than_running.
str_npc9_morality_speech Good_{master/mistress}_--_it_is_not_my_way_to_{s21}._I_have_always_found_that_treating_everyone_I_meet_equally_has_served_me_well.
str_npc10_morality_speech Begging_your_pardon,_my_friend._I_can't_say_that_I'm_happy_to_see_us_{s21}._Those_be_just_simple_people,_trying_to_make_a_living._If_we_could_try_to_go_easy_on_the_poor_wretches,_I'd_feel_much_better.
str_npc11_morality_speech Excuse_me,_captain._It's_not_good_that_we_{s21}._As_a_student_of_science,_I_can't_help_but_think_there_is_a_better_way.
str_npc12_morality_speech Captain_--_I_do_not_like_to_see_us_{s21}._It_always_seems_that_those_who_do_such_deeds_end_up_as_villians_in_the_stories._Pray_let_us_try_to_show_a_little_more_compassion.
str_npc13_morality_speech Captain,_if_we_can_avoid_it,_I'd_prefer_not_to_{s21}._For_being_such_a_large_land,_it's_amazing_how_fast_word_travels,_and_as_a_mercenary_one's_reputation_is_priceless.
str_npc14_morality_speech I_do_not_care_to_{s21}._No_one_with_a_reputation_for_cowardice_will_be_properly_feared_by_(his/her}_men.
str_npc15_morality_speech My_{Lord/Lady}_--_just_so_you_know_my_opinion,_any_commander_with_sense_will_not_let_his_company_{s21}._I_suppose_I'm_used_to_more_disciplined_companies_where_I'm_from.
str_npc16_morality_speech Friend._I_don't_like_to_{s21}._I'm_not_trying_to_be_a_Tinker_here,_but_I_do_think_people_deserve_to_be_treated_better...
str_npc1_2ary_morality_speech Just_to_let_you_know,_I_understand_why_we_{s21}._Sometimes,_we_have_no_choice_in_the_matter,_but_you_must_hold_to_your_word_and_not_let_such_a_thing_happen_again.
str_npc2_2ary_morality_speech {!}[No_secondary_moral_code]
str_npc3_2ary_morality_speech {!}[No_secondary_moral_code]
str_npc4_2ary_morality_speech {!}[No_secondary_moral_code]
str_npc5_2ary_morality_speech My_{Lord/Lady},_Zonnein_objects_to_you_choosing_to_{s21}_-_she_would_destroy_your_enemies_completely,_or_die_trying!
str_npc6_2ary_morality_speech Hm,_I_do_not_like_to_see_you_{s21}_when_I_am_a_member_of_the_party,_dishonour_on_you_is_dishonour_on_me.
str_npc7_2ary_morality_speech I_will_not_have_dishonour_done_in_my_name,_we_should_not_{s21}.
str_npc8_2ary_morality_speech Commander,_I_feel_it's_a_bit_foolish_to_{s21}._Don't_you_think_it_would_do_better_if_we_treated_our_enemies_as_harshly_as_possible?_There's_nothing_like_crushing_the_spirit_of_those_who_would_oppose_us._When_my_Master_returns,_mercy_will_be_asked_for,_but_not_found.
str_npc9_2ary_morality_speech {!}[No_secondary_moral_code]
str_npc10_2ary_morality_speech My_friend,_I_can't_say_I_like_to_see_us_{s21}._I_always_say,_treat_your_men_well_because_someday_they_may_have_a_choice_to_help_you_or_to_not._I_know_this_has_kept_me_out_of_the_hand_of_the_guard_in_times_past.
str_npc11_2ary_morality_speech {!}[No_secondary_moral_code]
str_npc12_2ary_morality_speech {!}[No_secondary_moral_code]
str_npc13_2ary_morality_speech Now,_I'm_not_one_to_worship_those_of_higher_standing,_but_I_think_we_would_do_well_to_{s21}._It_never_hurts_to_have_those_with_access_to_money_on_your_side._Besides,_the_world_needs_their_type_to_help_keep_order.
str_npc14_2ary_morality_speech Battle_leader_--_you_should_not_let_it_bother_you_that_you_{s21}._Sometimes_it_amazes_me_how_soft_the_wetlanders_are._I'm_not_sure_that_some_of_them_could_last_one_day_in_the_Waste.
str_npc15_2ary_morality_speech {!}[No_secondary_moral_code]
str_npc16_2ary_morality_speech {!}[No_secondary_moral_code]
str_npc1_personalityclash_speech Commander._I_simply_cannot_stand_{s11}_-_you_know_that_she_broke_an_oath_to_an_Aes_Sedai?
str_npc2_personalityclash_speech I_have_had_enough_of_{s11},_and_his_taunting_and_bragging._Just_because_I_have_had_no_formal_training,_and_do_not_need_a_petty_pin_to_make_me_feel_powerful,_does_not_give_him_a_right_to_counteract_my_every_word!
str_npc3_personalityclash_speech Captain,_I_request_you_demote_{s11}_to_a_more..._fitting_...position._She_is_a_wilder,_underserving_of_a_place_beside_us.
str_npc4_personalityclash_speech Light!_I_cannot_stand_{s11}_-_the_way_he_acts_when_I_am_near_him!
str_npc5_personalityclash_speech My_{Lord/Lady},_Zonnein_objects_to_Seinen's_rudeness!_She_talks_to_her_like_a_child_of_duties_and_vows,_yet_has_never_worn_a_collar_to_know_truly_of_the_longing_of_freedom.
str_npc6_personalityclash_speech {s11}_irritates_me_greatly,_she_insists_that_I_am_somehow_less_than_her_due_to_the_fact_that_I_did_not_attend_her_White_Tower.
str_npc7_personalityclash_speech Commander,_there_is_great_dishonour_having_a_smuggler_in_this_party_-_{s11}_has_admitted_to_conducting_such_deeds.
str_npc8_personalityclash_speech Just_so_you_know,_I_cannot_abide_that_insolent_fool_{s11}._Some_minutes_ago,_I_was_remarking_about_how_the_Light_has_abandoned_us,_and_he_saw_fit_to_disagree_with_me_at_every_turn.
str_npc9_personalityclash_speech Hello_there_good_{master/mistress}._I_had_a_concern_I_wished_to_voice_about_{s11}.
str_npc10_personalityclash_speech Excuse_me,_friend._I_don't_want_to_be_a_bother,_but_it_seems_that_man_{s11}_from_the_Two_Rivers_has_a_problem_with_the_life_I've_chosen.
str_npc11_personalityclash_speech Begging_your_pardon,_{sir/madame},_but_I_can't_keep_silent._That_man,_{s11}_seems_to_think_that_every_problem_can_only_be_answered_with_swords.
str_npc12_personalityclash_speech My_{lord/lady}._That_man_from_the_university,_{s11},_is_starting_to_get_under_my_skin._He's_always_dropping_these_'subtle'_hints_that_stories_and_songs_and_entertainment_is_all_just_a_frivolous_waste_of_energy.
str_npc13_personalityclash_speech Captain,_for_the_life_of_me,_I_cannot_abide_{s11}._Now_I_freely_admit_that_she_is_a_good_soldier,_but_she_is_Aiel_after_all.
str_npc14_personalityclash_speech Excuse_me,_Battle_Leader._I_was_simply_wondering_if_we_really_need_to_use_the_One_Power_in_battle._I_know_it's_quite_powerful,_but_how_can_a_warrior_gain_any_ji_if_he_never_actually_has_to_fight_his_enemies?
str_npc15_personalityclash_speech Excuse_me._I_hope_you_don't_mind_me_telling_you_that_in_my_opinion,_that_Aes_Sedai_{s11}_is_a_danger_to_the_party._I_mean,_how_can_it_not_bother_you_that_she's_using_the_One_Power._And_there's_no_one_to_make_sure_she_doesn't_just_do_what_she_wants._That_just_seems_very_dangerous_to_me.
str_npc16_personalityclash_speech Oy,_friend._Just_so_you_know_--_somethings_a_little_strange_about_{s11}._I'm_fine_with_healers_who_use_herbs_and_bandages,_but_knowing_that_she's_using_the_Power_just_doesn't_set_right_with_me.
str_npc1_personalityclash_speech_b I_may_not_like_Aes_Sedai,_but_I'd_rather_have_one_in_our_party_than_an_oathbreaker.
str_npc2_personalityclash_speech_b Every_time_we_try_to_strategise,_he_attempts_to_interject_with_his_disdainful_comments,_as_if_a_black_coat_gives_him_the_right_to_treat_me_as_a_child!_I_would_be_well_to_take_him_down_a_notch,_show_him_what_raw_power_can_do!
str_npc3_personalityclash_speech_b Even_the_Black_Ajah_have_their_principles,_and_one_of_those_is_to_avoid_entertaining_foolish_ideas_in_Wilders.
str_npc4_personalityclash_speech_b As_soon_as_he_notices_me,_he_insists_on_holding_as_much_saidin_as_he_can_without_destoying_himself._I_only_realized_this_when_I_confronted_him_in_his_tent,_and_he_grabbed_the_Source_so_quickly_that_I_almost_shielded_him_where_he_stood!_He_claims_that_the_Tower_forcibly_recruits_wilder_men,_some_prattle_from_an_ignorant_merchant._You_must_confront_him_about_this!
str_npc5_personalityclash_speech_b This_very_day_she_gave_a_scolding_almost_as_if_she_was_sul'dam_herself!_Zonnein_is_free_now,_and_she_must_raise_voice_of_such_injustice!
str_npc6_personalityclash_speech_b She_treats_me_with_disdain_and_interrupts_any_conversations_I_have_with_the_other_members_of_the_party_about_the_Power._She_insists_that_I_do_not_know_as_much_as_her_about_weather,_out_of_all_things_-_this_is_plainly_wrong,_but_she_obviously_must_believe_it_true.
str_npc7_personalityclash_speech_b Sometimes_she_boasts_of_her_goods_avoiding_inspection,_and_I_have_heard_her_talk_with_others_of_her_kind_in_inns._I_would_have_her_hold_her_tongue,_and_turn_to_honest_business.
str_npc8_personalityclash_speech_b Does_he_think_that_being_an_Asha'man_will_save_him_in_the_end?_The_power_he_has_is_nothing_compared_to_that_of_my_Master._One_day,_I_will_dance_on_his_grave_because_he_slighted_me.
str_npc9_personalityclash_speech_b I've_picked_up_enough_concerning_his_background_to_know_where_he_comes_from._I_just_don't_think_it's_wise_to_consort_with_those_people._I_don't_care_if_he_was_left_behind,_the_fact_remains_that_he_and_the_others_like_him_were_planning_to_take_what's_rightfully_ours_and_call_it_their_own.
str_npc10_personalityclash_speech_b Now_I_have_no_quarrel_with_those_who_want_to_live_in_accordance_with_the_law,_but_I_can't_abide_being_called_a_thief._I_don't_steal_the_goods_I_sell._I_simply_choose_to_sell_them_into_very_specific_markets._I'd_wager_that_{s11}_would_have_second_thoughts_if_he_how_much_of_a_tax_there_do_be_in_Illian_on_a_barrel_of_his_precious_Two_Rivers_tobac.
str_npc11_personalityclash_speech_b He_seems_to_have_to_respect_for_those_who_would_rather_fight_with_their_mind_rather_than_their_muscles._He's_even_sceptical_about_my_ability_to_build_siege_equipment._Just_because_I_haven't_seen_as_many_battles_as_a_Borderland_soldier_doesn't_mean_than_I'm_useless._I_wish_you_would_say_something_to_him.
str_npc12_personalityclash_speech_b He_seems_to_think_that_if_something_doesn't_have_gears,_or_pulleys,_or_..._lenses,_that_time_shouldn't_be_spent_learning_about_it._Hah,_he_calls_my_stories_frivolous_when_he_wants_to_build_a_looking_glass_that_can_see_the_moon._Now_THAT,_is_a_waste._Doesn't_he_realize_that_preserving_song_and_verse_is_preserving_our_history,_even_our_culture?
str_npc13_personalityclash_speech_b I'm_not_sure_if_you_are_old_enough_to_recall_the_Aiel_War,_but_those_memories_are_quite_clear_in_my_mind._When_that_fool_Laman_Damodred_cut_down_their_tree,_they_flooded_over_the_Dragonwall_like_the_Dark_One_himself_was_chasing_them._Only_they_were_the_ones_doing_the_chasing._And_chase_they_did,_all_the_while_destroying_every_army_we_fielded_against_them._Thank_the_Light,_they_finally_killed_him._It's_a_little_troubling_that_the_greatest_war_known_to_this_generation_was_only_considered_an_execution_by_one_of_the_sides_involved._Still,_the_Aiel_spears_sent_many_of_my_friends_and_brothers_to_the_Mother's_embrace.
str_npc14_personalityclash_speech_b Mostly_I_just_can't_abide_the_bragging_of_the_man_{s11}._Sure_he_can_light_a_trolloc_on_fire,_but_put_a_spear_in_his_hand_and_he_would_be_lucky_to_not_stab_himself._There_is_no_true_honor_in_a_victory_that_doesn't_require_any_effort_to_achieve._That's_like_fighting_a_girl_with_her_hair_in_braids_and_being_proud_when_you_win.
str_npc15_personalityclash_speech_b What's_more,_I'm_not_sure_I_trust_her._During_the_last_battle,_I_think_some_of_the_fireballs_she_threw_killed_one_of_our_own_men._I_remember_that_man_behaving_a_little_forward_with_her_one_night_while_we_were_camping,_but_that's_not_reason_enough_to_kill_him._I_asked_her_about_it,_and_she_said_I_must_have_been_mistaken._I_heard_stories_about_how_Aes_Sedai_cannot_tell_a_lie,_but_I_know_what_I_saw._Please_just_keep_an_eye_on_her.
str_npc16_personalityclash_speech_b I_did_a_little_asking_around_and_found_out_that_she_was_forced_to_flee_her_own_village.__Apparently_there_were_Whitecloaks_involved._Also,_she's_been_bugging_me_about_running_away_from_home_when_I_was_younger._I_love_my_parents,_I_just_didn't_think_I_was_cut_out_for_that_type_of_life.
str_npc1_personalityclash2_speech Commander!_I_cannot_stand_{s11}_-_he_disgusts_me!_He_stands_in_my_way_when_I_try_to_Heal_the_enemy_wounded,_even_when_I_just_wish_to_give_the_dying_some_final_words_of_comfort.
str_npc2_personalityclash2_speech I_would_request_that_you_keep_me_on_the_other_side_of_the_battlefield_of_that_black-eyed_Aiel,_{s11}.
str_npc3_personalityclash2_speech I_must_object_to_{s11}._I_frequently_saw_him_on_the_field,_yelling_obscenities_at_the_soldiers_he_faced.
str_npc4_personalityclash2_speech I_have_had_enough_of_{s11}'s_foul_preachings_of_the_Dark_One._Whenever_I_mention_the_Dragon,_he_sneers_and_blasphemises_the_name_of_the_Creator.
str_npc5_personalityclash2_speech My_{Lord/Lady}!_Zonnein_was_almost_killed_due_to_{s11}'s_idiocy!
str_npc6_personalityclash2_speech {s11}_acted_very_impetously_during_the_last_battle_-_she_was_obstructing_my_view_of_the_enemy,_so_I_used_weaves_of_Air_to_move_her_to_the_side._I_will_not_lie,_it_pleased_me_to_see_her_shock_-_those_Seanchan_have_done_nothing_but_evil,_and_anyone_who_has_been_broken_into_slavery_is_dangerous.
str_npc7_personalityclash2_speech Commander,_I_have_just_witnessed_the_most_horrendous_act_of_misjustice_-_instead_of_cleanly_killing_a_mortally_wounded_enemy,_{s11}_looked_around_to_check_that_there_were_no_enemies_near_enough_to_harm_him_and_started_torturing_the_poor_soul,_cutting_off_each_limb_before_skewering_him_through_the_chest.
str_npc8_personalityclash2_speech Commander._I_can't_abide_that_ogier_{s11}._He_upbraided_after_the_last_battle_for_not_putting_a_mortally_wounded_enemy_out_of_his_misery.
str_npc9_personalityclash2_speech While_I_respect_{s11}'s_quality_in_battle,_and_I_will_not_argue_that_she_is_a_master_of_trade,_I_do_find_fault_that_she_is_a_smuggler.
